,Title,Year,Genre,Link,Image_name,DIRECTOR,CINEMATOGRAPHER,PRODUCTION DESIGNER,COSTUME DESIGNER,EDITOR,COLORIST,SHOT TIME,TIME PERIOD,COLOR,ASPECT RATIO,FORMAT,FRAME SIZE,SHOT TYPE,LENS SIZE,COMPOSITION,LIGHTING,LIGHTING TYPE,TIME OF DAY,INTERIOR/EXTERIOR,LOCATION TYPE,SET,STORY LOCATION,CAMERA,LENS,FILM STOCK / RESOLUTION,FILMING LOCATION,VFX,ACTORS
635,EATING RAOUL,1982,"Comedy, Horror",https://shotdeck.com/assets/images/stills/thumb/small_GAPD30SH.jpg,small_GAPD30SH, Paul Bartel, Gary Thieltges, Robert Schulenberg, Katherine Dover, Alan Toomayan,,0.0, 1980s," Warm, Saturated, Red, Yellow", 1.78 - Spherical, Film - 35mm, Wide, Insert, Medium, Balanced, Soft light, Daylight, Day, Exterior,, Building, ... California > Los Angeles,,,, ... California > Los Angeles,,
636,GODZILLA,2014,"Action, Thriller, Science Fiction",https://shotdeck.com/assets/images/stills/thumb/small_8S4HBSI3.jpg,small_8S4HBSI3, Gareth Edwards, Seamus McGarvey, Owen Paterson, Sharen Davis, Bob Ducsay, Steven J. Scott,1.0, 2010s,, 2.39 - Anamorphic, Digital, Extreme Wide," Aerial, Establishing shot, Overhead", Wide,,," Daylight, Sunny", Day, Exterior, Location, Field > Highway, ... California > Northern California, ARRI ALEXA XT / XTplus," Panavision C series, Panavision 70-200mm (ATZ), Panavision 40-80 (Bailey zoom - AWZ2), Panavision E series", 2.8K / 2.8K ArriRaw, ... United States > California,,
637,RUSH,2013,"Drama, Action",https://shotdeck.com/assets/images/stills/thumb/small_NA9QD35R.jpg,small_NA9QD35R, Ron Howard, Anthony Dod Mantle, Mark Digby, Julian Day, Daniel P. Hanley,,1.0, 1970s," Warm, Saturated, Orange, Green", 2.39 - Spherical, Digital, Close Up,, Long Lens,, Soft light, Daylight, Day, Exterior, Location, Racetrack,, ARRI ALEXA Classic / plus, Zeiss Master Primes,,,,
638,CADDYSHACK,1980,Comedy,https://shotdeck.com/assets/images/stills/thumb/small_66277ZAL.jpg,small_66277ZAL, Harold Ramis, Stevan Larner, Stan Jolley,, William C. Carruth,,0.0, 1980s," Cool, Blue", 1.78, Film - 35mm, Wide,, Wide, Center, Hard light," Daylight, Sunny", Day, Exterior, Location, Marina > Water, ... North America > United States of America, Panavision Panaflex,,, ... Key Biscayne > Key Biscayne Yacht Club,,
639,WINGED MIGRATION,2001,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_J6I865X9.jpg,small_J6I865X9, Jacques Perrin," Luc Drion, Bernard Lutic, Dominique Gentil, Thierry Machado, Laurent Fleutot, Olli Barbé, Laurent Charbonnier, Thierry Thomas, Stéphane Martin, Ernst Sasse, Sylvie Carcedo, Michel Benjamin, Fabrice Moindrot, Philippe Garguil, Michel Terrasse", Régis Nicolino,, Marie-Josèphe Yoyotte,,0.0, 2000s," Cool, Cyan", 1.85 - Super 35,, Wide, Aerial, Medium, Balanced, Hard light," Daylight, Sunny", Day, Exterior, Location,, ... Earth," Aaton 35-III, Eclair XTR",," 5246/7246 Vision 250D, 5245/7289 EXR 50D", ... Earth,,
640,ENEMY,2013,"Thriller, Mystery",https://shotdeck.com/assets/images/stills/thumb/small_9402L4DQ.jpg,small_9402L4DQ, Denis Villeneuve, Nicolas Bolduc, Patrice Vermette, Renée April, Matthew Hannam,,0.0, 2010s," Warm, Desaturated, Yellow", 2.39 - Anamorphic, Digital, Extreme Wide," Aerial, Establishing shot", Wide, Balanced, Soft light," Daylight, Overcast", Day, Exterior, Location, City, ... Ontario > Toronto, ARRI ALEXA Classic / plus, Hawk V-Lite 1.3x, 2K, ... Ontario > Toronto,,
641,HAPPY TOGETHER,1997,"Drama, Romance",https://shotdeck.com/assets/images/stills/thumb/small_7JAMA45K.jpg,small_7JAMA45K, Wong Kar-wai, Christopher Doyle, William Chang, William Chang," William Chang, Ming Lam Wong",,1.0, 1990s," Desaturated, Black and White", 1.85 - Spherical, Film - 35mm, Wide, Establishing shot, Wide, Balanced,, Daylight, Day, Exterior, Location, Road, ... Buenos Aires > Buenos Aires,,,, ... Buenos Aires > Buenos Aires,,
642,HONEYLAND,2019,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_TS3C7E33.jpg,small_TS3C7E33," Ljubomir Stefanov, Tamara Kotevska"," Samir Ljuma, Fejmi Daut",,, Atanas Georgiev,,0.0, 2010s,, 1.78 - Spherical, Digital, Extreme Close Up, Insert, Long Lens,, Hard light, Daylight, Day, Exterior, Location, Plains > Creek, ... North Macedonia > Bekirlija," Nikon D5, Nikon D800, Nikon D810",,, ... North Macedonia > Bekirlija,,
643,LE HAVRE,2011,"Drama, Comedy",https://shotdeck.com/assets/images/stills/thumb/small_ALVOC28T.jpg,small_ALVOC28T, Aki Kaurismäki, Timo Salminen, Wouter Zoon, Frédéric Cambier, Timo Linnasalo,,0.0, 2000s," Cool, Cyan, Blue"," 1.85 - Spherical, Super 35, 3 perf", Film - 35mm, Close Up, Insert," Long Lens, Medium",,, Daylight, Day, Exterior, Location, City Street, ... Normandy > Le Havre, Arriflex BL2, Cooke Speed Panchro," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D", ... Normandy > Le Havre,,
644,OLD,2021,"Mystery, Thriller, Horror",https://shotdeck.com/assets/images/stills/thumb/small_4PWQC96Y.jpg,small_4PWQC96Y, M. Night Shyamalan, Mike Gioulakis, Naaman Marshall, Caroline Duncan, Brett M. Reed, Michael Hatzer,1.0, 2020s," Cool, Cyan, Blue", 2.39, Film - 35mm, Extreme Wide," Aerial, Establishing shot", Wide,, Soft light," Daylight, Sunny", Day, Exterior, Location, Tropical Beach > Ocean,," Arricam LT, Arricam ST", Zeiss Master Primes," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D", ... North America > Dominican Republic,,
645,CAMERAPERSON,2016,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_4X1HUP9Y.jpg,small_4X1HUP9Y, Kirsten Johnson, Kirsten Johnson,,, Nels Bangerter,,, 2000s, Green, 1.78, Digital, Medium Wide, Insert, Medium, Balanced, Hard light, Daylight, Day, Exterior, Location, Ruins,,,,, ... Bosnia > Foca,,
646,AMBULANCE,2022,"Action, Crime, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_Y7T4U6BD.jpg,small_Y7T4U6BD, Michael Bay, Roberto De Angelis, Karen Frick, Lisa Lovaas," Pietro Scalia, Calvin Wimmer, Doug Brandt", Stefan Sonnenfeld,, 2020s, White, 2.39 - Anamorphic, Digital - Cross Process, Wide, Establishing shot, Wide, Right heavy," Backlight, Hard light, Hi-contrast"," Daylight, Sunny", Day, Exterior, Location, City > Street, ... California > Los Angeles," RED Komodo, RED Weapon Helium"," Hawk Vantage One, Panavision T series"," Redcode RAW 6K, Redcode RAW 8k", ... California > Los Angeles,,
647,ETERNALS,2021,"Action, Adventure, Fantasy, Marvel Cinematic Universe, Science Fiction",https://shotdeck.com/assets/images/stills/thumb/small_VQBUZNGY.jpg,small_VQBUZNGY, Chloé Zhao, Ben Davis, Eve Stewart, Sammy Sheldon," Craig Wood, Dylan Tichenor", Edwin Van Huizen,, 2020s," Mixed, Blue, White", 2.39, Film - Super 16mm, Extreme Wide, Insert,, Right heavy, Hi-contrast," Daylight, Sunny", Day, Exterior, Stage, Beach, ... Earth > International Waters," ARRI ALEXA LF, ARRI ALEXA Mini LF", Arri Signature Prime Lenses, 7294 Kodak Ektachrome 100D, ... Spain > Canary Islands," CGI, Composite",
648,THE PARALLAX VIEW,1974,"Crime, Drama, Mystery, Political, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_9IVZT7WC.png,small_9IVZT7WC.pn, Alan J. Pakula, Gordon Willis, George Jenkins, Frank L. Thompson, John W. Wheeler,,, 1970s,, 2.39 - Anamorphic, Film - 35mm, Medium, Insert, Telephoto, Center, Soft light, Daylight, Day, Exterior, Location, Airport, ... California > Los Angeles, Arriflex 35 IIIc, Panavision C series,, ... California > Los Angeles,,
649,DIL SE..,1998,"Drama, Romance",https://shotdeck.com/assets/images/stills/thumb/small_NH1H6D66.jpg,small_NH1H6D66, Mani Ratnam, Santosh Sivan, Samir Chanda," Pia Benegal, Shabina Khan, Vaishali Pachauri, V. Sai, Anna Singh", Suresh Urs,,, 1990s," Mixed, Green, Cyan, Blue"," 2.35 - Spherical, Anamorphic", Film - 35mm, Extreme Wide," Aerial, High angle", Medium, Balanced, Soft light," Daylight, Sunny", Day, Exterior, Location,, ... Asia > India,,,, ... Asia > India,,
650,ROAD TO PERDITION,2002,"Crime, Drama, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_9F5W8SQV.jpg,small_9F5W8SQV, Sam Mendes, Conrad L. Hall, Dennis Gassner, Albert Wolsky, Jill Bilcock, Phil Hetos,, 1930s,, 2.35 - Spherical, Film - 35mm, Wide," Clean single, Low angle", Wide, Balanced, Hard light, Daylight, Day, Exterior, Location, Road, ... Illinois > Chicago," Panavision Panaflex, Panavision Panastar", Panavision Primo Classic,, ... Illinois > Chicago,,
651,WINGED MIGRATION,2001,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_HEWWKKCL.jpg,small_HEWWKKCL, Jacques Perrin," Luc Drion, Bernard Lutic, Dominique Gentil, Thierry Machado, Laurent Fleutot, Olli Barbé, Laurent Charbonnier, Thierry Thomas, Stéphane Martin, Ernst Sasse, Sylvie Carcedo, Michel Benjamin, Fabrice Moindrot, Philippe Garguil, Michel Terrasse", Régis Nicolino,, Marie-Josèphe Yoyotte,,0.0, 2000s,, 1.85 - Super 35,, Wide, Low angle, Medium, Balanced, Soft light," Daylight, Overcast", Day, Exterior, Location,, ... Earth," Aaton 35-III, Eclair XTR",," 5246/7246 Vision 250D, 5245/7289 EXR 50D", ... Earth,,
652,YOJIMBO,1961,"Drama, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_8GIS6MQC.jpg,small_8GIS6MQC, Akira Kurosawa, Kazuo Miyagawa, Yoshirô Muraki, Yoshirô Muraki, Akira Kurosawa,,0.0, 1800s," Desaturated, Black and White", 2.35 - Anamorphic, Film - 35mm, Extreme Wide, Establishing shot, Wide, Balanced, Soft light, Daylight, Day, Exterior, Stage, Town > Farm, ... Asia > Japan,,,, ... Japan > Tokyo,,
653,CASINO,1995,"Drama, Crime",https://shotdeck.com/assets/images/stills/thumb/small_JG8T7D5Q.jpg,small_JG8T7D5Q, Martin Scorsese, Robert Richardson, Dante Ferretti," Rita Ryack, John Dunn", Thelma Schoonmaker,,0.0, 1970s," Green, White", 2.35 - Super 35, Film - 35mm, Extreme Wide," Establishing shot, High angle, Overhead", Wide, Balanced, Hard light," Daylight, Sunny", Day, Exterior, Location, Hotel & Casino > Pool, ... Nevada > Las Vegas," Panavision Panaflex, Panavision Panastar", Panavision Primo Primes," 5248/7248 EXR 100T, 5293/7293 EXR 200T", ... Nevada > Las Vegas,,
654,THE BAD BATCH,2017,"Drama, Horror, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_ZJPVGEEX.jpg,small_ZJPVGEEX, Ana Lily Amirpour, Lyle Vincent, Brandon Tonner-Connolly, Natalie O'Brien, Alex O'Flinn, Zachary Medow,, 2010s," Warm, Desaturated", 2.39 - Anamorphic, Digital, Close Up, Insert, Long Lens, Right heavy, Hard light," Daylight, Sunny", Day, Exterior, Location, Desert, ... United States > Texas, ARRI ALEXA XT / XTplus," Angenieux - HR Zoom - 25-250mm, Panavision C series, Panavision APO Panatar", 2.8K / 2.8K ArriRaw, ... United States of America > California,,
655,HAPPY TOGETHER,1997,"Drama, Romance",https://shotdeck.com/assets/images/stills/thumb/small_0YAN7CV3.jpg,small_0YAN7CV3, Wong Kar-wai, Christopher Doyle, William Chang, William Chang," William Chang, Ming Lam Wong",,1.0, 1990s," Desaturated, Black and White", 1.85 - Spherical, Film - 35mm, Wide, Establishing shot, Wide," Balanced, Center",, Daylight, Day, Exterior, Location, Road, ... Buenos Aires > Buenos Aires,,,, ... Buenos Aires > Buenos Aires,,
656,THE LAST EMPEROR,1987,"Drama, History",https://shotdeck.com/assets/images/stills/thumb/small_3BXBOB9U.jpg,small_3BXBOB9U, Bernardo Bertolucci, Vittorio Storaro," Ferdinando Scarfiotti, Bruno Cesari", James Acheson, Gabriella Cristiani,,1.0, 1930s," Warm, Saturated, Blue", 2.00 - Anamorphic, Film - 35mm, Wide, Establishing shot, Long Lens,, Hard light," Daylight, Sunny", Day, Exterior, Location, Field > Dirt Road, ... China > Manchukuo, Arriflex BL4, Technovision 2x," 5247/7247 100T, 5294/7294 EXR 400T",,,
657,LEVIATHAN,2014,Drama,https://shotdeck.com/assets/images/stills/thumb/small_RV3U974D.jpg,small_RV3U974D, Andrey Zvyagintsev, Mikhail Krichman, Andrey Ponkratov, Anna Bartuli, Anna Mass,,1.0, 2010s,, 2.39 - Spherical, Film - 35mm, Extreme Wide, High angle, Medium, Balanced, Soft light," Daylight, Overcast", Day, Exterior, Location, Beach, ... Russia > Barents Sea, Arriflex, Zeiss Master Primes," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D", ... Russia > Murmank Oblast,,
658,GAME OF THRONES,2011,Drama,https://shotdeck.com/assets/images/stills/thumb/small_MYWUJUVM.jpg,small_MYWUJUVM, Timothy Van Patten, Alik Sakharov, Gemma Jackson, Michele Clapton, Oral Norrie Ottey,,0.0, Ancient," Cool, Desaturated, Blue", 1.78 - Spherical, Digital, Wide," Dutch angle, Group shot, High angle"," Medium, Wide", Center," Soft light, Top-light"," Daylight, Overcast", Day, Exterior,, Forest/Wood, ... The Lands of Always Winter > Haunted Forest, ARRI ALEXA Classic / plus," Cooke S4/ i, Angenieux Optimo Zooms",, ... Earth > Europe,,
659,OLD,2021,"Mystery, Thriller, Horror",https://shotdeck.com/assets/images/stills/thumb/small_DP28HIQ7.jpg,small_DP28HIQ7, M. Night Shyamalan, Mike Gioulakis, Naaman Marshall, Caroline Duncan, Brett M. Reed, Michael Hatzer,1.0, 2020s," Warm, Desaturated", 2.39, Film - 35mm, Medium Wide," High angle, Insert", Wide, Right heavy, Soft light," Daylight, Sunny", Day, Exterior, Location, Tropical Beach,," Arricam LT, Arricam ST", Zeiss Master Primes," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D", ... North America > Dominican Republic,,
660,CHERNOBYL,2019,Drama,https://shotdeck.com/assets/images/stills/thumb/small_MVEWCK97.jpg,small_MVEWCK97, Johan Renck, Jakob Ihre, Luke Hull, Odile Dicks-Mireaux," Simon Smith, Jinx Godfrey", Jean-Clement Soret,0.0, 1980s," Cool, Cyan", 2.00 - Spherical, Digital, Wide," Insert, Low angle", Medium, Center, Low-contrast, Daylight, Day, Exterior,, Town > Abandoned Store, ... Soviet Union > Chernobyl, ARRI ALEXA Mini, Cooke Panchro Classic,, ... Ukraine > Chernobyl,,
661,AMORES PERROS,2000,"Drama, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_HPU96S0E.jpg,small_HPU96S0E, Alejandro G. Iñárritu, Rodrigo Prieto, Brigitte Broch, Gabriela Diaque, Alejandro G. Iñárritu, Juan Magaña,, 2000s," Cool, Desaturated, Blue", 1.85 - Spherical, Film - 35mm, Extreme Close Up, Insert, Medium, Center, Hard light, Daylight, Day, Exterior, Location, Street > Car, ... Mexico > Mexico City, Moviecam SL," Zeiss Ultra Prime, Zeiss Super Speed, Angenieux - HR Zoom - 25-250mm"," 5246/7246 Vision 250D, 5279/7279 Vision 500T, 5289/7289 Vision 800T", ... Mexico > Mexico City,,
662,PASSING,2021,Drama,https://shotdeck.com/assets/images/stills/thumb/small_QQDM1NSB.jpg,small_QQDM1NSB, Rebecca Hall, Eduard Grau, Nora Mendis, Marci Rodgers, Sabine Hoffman, Roman Hankewycz,, 1920s," Desaturated, Black and White", 1.33 - Anamorphic, Digital, Close Up, Insert, Medium, Balanced," Backlight, Hard light"," Daylight, Sunny", Day, Exterior,, Tree, ... New York > New York, ARRI ALEXA Mini, Lomo Round Front Lenses, 2.8K / 2.8K ArriRaw, ... New York > New York,,
663,AMBULANCE,2022,"Action, Crime, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_OGU88E4Z.jpg,small_OGU88E4Z, Michael Bay, Roberto De Angelis, Karen Frick, Lisa Lovaas," Pietro Scalia, Calvin Wimmer, Doug Brandt", Stefan Sonnenfeld,, 2020s," Mixed, Saturated, Cyan, Blue", 2.39 - Anamorphic, Digital - Cross Process, Extreme Wide," Aerial, Establishing shot, High angle", Wide, Center, Hard light," Daylight, Sunny", Day, Exterior, Location, City > Skyline, ... California > Los Angeles," RED Komodo, RED Weapon Helium"," Hawk Vantage One, Panavision T series"," Redcode RAW 6K, Redcode RAW 8k", ... California > Los Angeles,,
664,MONOS,2019,"Drama, War",https://shotdeck.com/assets/images/stills/thumb/small_TPP19GCQ.jpg,small_TPP19GCQ, Alejandro Landes, Jasper Wolf, Daniela Schneider," Daniela Schneider, Johanna Buendia"," Santiago Otheguy, Yorgos Mavropsaridis, Ted Guard", Laurens Orij,1.0, 2010s," Cyan, Blue, White", 2.39, Digital, Extreme Wide, Insert, Wide, Center, Soft light," Daylight, Overcast", Day, Exterior, Location, Jungle, ... Earth > South America, ARRI ALEXA Mini," Angenieux Optimo, Hawk Vantage One", 3.2K / 3.2K ArriRaw, ... Colombia > Medellin,,
665,GANJA & HESS,1973,"Drama, Fantasy, Horror",https://shotdeck.com/assets/images/stills/thumb/small_IUX43PV4.jpg,small_IUX43PV4, Bill Gunn, James E. Hinton, Tom H. John, Scott Barrie, Victor Kanefsky,,0.0, 1970s, Cool, 1.66, Film - 35mm, Extreme Wide, Low angle, Medium, Balanced, Hard light," Daylight, Sunny", Day, Exterior, Location, Mansion, ... United States of America > New York,,,, ... New York > Croton-on Hudson,,
666,ROAD TO PERDITION,2002,"Crime, Drama, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_UNVRXMYM.jpg,small_UNVRXMYM, Sam Mendes, Conrad L. Hall, Dennis Gassner, Albert Wolsky, Jill Bilcock, Phil Hetos,, 1930s,, 2.35 - Spherical, Film - 35mm, Wide,, Wide, Balanced, Hard light, Daylight, Day, Exterior, Location, Road, ... Illinois > Chicago," Panavision Panaflex, Panavision Panastar", Panavision Primo Classic,, ... Illinois > Chicago,,
667,TOP GUN: MAVERICK,2022,"Action, Drama",https://shotdeck.com/assets/images/stills/thumb/small_FTVIJJ2Q.jpg,small_FTVIJJ2Q, Joseph Kosinski, Claudio Miranda, Jeremy Hindle, Marlene Stewart," Chris Lebenzon, Eddie Hamilton"," Stefan Sonnenfeld, Adam Nazarenko",1.0, 2020s," Cool, Desaturated, Cyan, Blue", 1.90 - Spherical, Digital, Extreme Wide," Aerial, Establishing shot, High angle", Wide, Center, Soft light, Daylight, Day, Exterior, Location, Landing Strip, ... United States of America > Washington, Sony VENICE," Fujinon Premier Lenses, Sigma Cine Lenses, Zeiss Master Primes", 4K, ... United States of America > California,,
668,LEGENDS OF THE FALL,1994,"Drama, Western, War, Romance",https://shotdeck.com/assets/images/stills/thumb/small_IB3SWIGX.jpg,small_IB3SWIGX, Edward Zwick, John Toll, Lilly Kilvert, Deborah Lynn Scott, Steven Rosenblum,,0.0, 1900s, Cool, 1.85 - Spherical,, Extreme Wide, Establishing shot, Wide,,," Daylight, Overcast", Day, Exterior, Location, Ranch, ... Montana > Helana, Panavision Gold / G2,,, ... Alberta > Ghost River,,
669,WINGED MIGRATION,2001,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_ZDZ1JNUC.jpg,small_ZDZ1JNUC, Jacques Perrin," Luc Drion, Bernard Lutic, Dominique Gentil, Thierry Machado, Laurent Fleutot, Olli Barbé, Laurent Charbonnier, Thierry Thomas, Stéphane Martin, Ernst Sasse, Sylvie Carcedo, Michel Benjamin, Fabrice Moindrot, Philippe Garguil, Michel Terrasse", Régis Nicolino,, Marie-Josèphe Yoyotte,,0.0, 2000s," Yellow, Cyan, Blue", 1.85 - Super 35,, Close Up, 2 shot, Telephoto, Left heavy, Hard light," Daylight, Sunny", Day, Exterior, Location,, ... Earth," Aaton 35-III, Eclair XTR",," 5246/7246 Vision 250D, 5245/7289 EXR 50D", ... Earth,,
670,HAPPY TOGETHER,1997,"Drama, Romance",https://shotdeck.com/assets/images/stills/thumb/small_D64RUDII.jpg,small_D64RUDII, Wong Kar-wai, Christopher Doyle, William Chang, William Chang," William Chang, Ming Lam Wong",,1.0, 1990s," Desaturated, Black and White", 1.85 - Spherical, Film - 35mm, Wide, Establishing shot, Wide," Balanced, Center",, Daylight, Day, Exterior, Location, Road, ... Buenos Aires > Buenos Aires,,,, ... Buenos Aires > Buenos Aires,,
671,TRAINING DAY,2001,"Drama, Action, Crime, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_APP2OYAL.jpg,small_APP2OYAL, Antoine Fuqua, Mauro Fiore, Naomi Shohan, Michele Michel, Conrad Buff IV,,0.0, 2000s," Cool, Green, Blue", 2.35 - Anamorphic, Film - 35mm, Extreme Wide, Establishing shot,, Right heavy,," Daylight, Sunny", Day, Exterior, Location, City > Street, ... California > Los Angeles," Moviecam Compact, Moviecam SL"," Hawk C-series Anamorphics, Elite Anamorphics", 5246/7246 Vision 250D, ... California > Los Angeles,,
672,THE GREEN KNIGHT,2021,"Drama, Adventure, Fantasy",https://shotdeck.com/assets/images/stills/thumb/small_VKCII6VH.jpg,small_VKCII6VH, David Lowery, Andrew Droz Palermo, Jade Healy, Malgosia Turzanska, David Lowery, Alastor Arnold,, Medieval," Cool, Desaturated, Green", 1.85 - Spherical, Digital, Close Up, Insert, Long Lens, Balanced, Soft light, Daylight, Day, Exterior, Location, Green Chapel, ... Europe > United Kingdom, ARRI ALEXA 65," Arri Prime 65s series, Arri Prime DNA Lenses", ARRIRAW (6.5K), ... County Tipperary > Cahir,,
673,OLD,2021,"Mystery, Thriller, Horror",https://shotdeck.com/assets/images/stills/thumb/small_5ZVETRKY.jpg,small_5ZVETRKY, M. Night Shyamalan, Mike Gioulakis, Naaman Marshall, Caroline Duncan, Brett M. Reed, Michael Hatzer,1.0, 2020s," Warm, Desaturated", 2.39, Film - 35mm, Extreme Close Up, Insert, Wide,, Soft light," Daylight, Sunny", Day, Exterior, Location, Tropical Beach,," Arricam LT, Arricam ST", Zeiss Master Primes," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D", ... North America > Dominican Republic,,
674,RENT,2005,"Drama, Romance",https://shotdeck.com/assets/images/stills/thumb/small_R2MOVTPE.png,small_R2MOVTPE.pn, Chris Columbus, Stephen Goldblatt, Howard Cummings, Aggie Guerard Rodgers, Richard Pearson,,, 1990s," Warm, Saturated"," 2.39 - Spherical, Super 35", Film - 35mm, Extreme Wide, Establishing shot, Wide, Center, Hard light," Daylight, Sunny", Day, Exterior, Location, Highway, ... New Mexico > Santa Fe," Panavision Panaflex, Panavision Panastar, Arricam LT", Panavision Primo Primes," 5205/7205 Vision 2 250D, 5218/7218 Vision 2 500T", ... New Mexico > Albuquerque,,
